raw_description,amount,currency,direction,transaction_type,merchant_name,mcc,label,source
CARD PAYMENT GOOGLE STORAGE  65303,34.27,GBP,debit,CARD,GOOGLE STORAGE,5968,Subscriptions,synthetic
BACS PEABODY 95062,809.47,GBP,debit,BACS,PEABODY,6513,Rent/Mortgage,synthetic
APPLE PAY LIDL LONDON 06 MAY.,84.87,GBP,debit,APPLE_PAY,LIDL,5499,Groceries,synthetic
CASH WITHDRAWAL LINK ATM REF 51256541,240.74,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
ACCOUNT FEE NATIONWIDE,47.93,GBP,debit,DD,NATIONWIDE,6012,Fees,synthetic
FPS DVLA VEHICLE TAX,89.29,GBP,debit,FPS,,9211,Taxes,synthetic
DIRECT DEBIT SANTANDER MORTGAGE,1838.67,GBP,debit,DD,SANTANDER MORTGAGE,9399,Rent/Mortgage,synthetic
FPS MONTHLY SALARY INNOTECH LTD,1409.67,GBP,credit,FPS,INNOTECH LTD,,Salary,synthetic
APPLE PAY WAITROSE LEEDS 32046,42.77,GBP,debit,APPLE_PAY,WAITROSE,5499,Groceries,synthetic
MASTERCARD DOMINO'S 966 18/09/2026,74.11,GBP,debit,CARD,DOMINO'S,5814,Dining,synthetic
CARD ZARA 25643 11/07/2025,13.97,GBP,debit,CARD,ZARA,5399,Shopping,synthetic
STANDING ORDER VITALITY REF 61823655,52.86,GBP,debit,SO,VITALITY,5960,Insurance,synthetic
SO HASTINGS 9849,300.13,GBP,debit,SO,HASTINGS,5960,Insurance,synthetic
FASTER PAYMENT INNOTECH LTD SALARY,3813.46,GBP,credit,FPS,INNOTECH LTD,,Salary,synthetic
BACS THAMES WATER REF 76189546,167.47,GBP,debit,BACS,THAMES WATER,4899,Utilities,synthetic
CARD PAYMENT COURSERA LONDON 04/04/2025,380.86,GBP,debit,CARD,COURSERA,8299,Education,synthetic
BACS INCOME TAX PAYMENT,457.38,GBP,debit,BACS,HMRC,9399,Taxes,synthetic
BACS CITY LIT,35.53,GBP,debit,BACS,CITY LIT,8299,Education,synthetic
POS H&M LONDON 20261214,143.76,GBP,debit,POS,H&M,5311,Shopping,synthetic
POS DRY CLEANERS 4869,129.24,GBP,debit,POS,DRY CLEANERS,5999,Other,synthetic
CARD NANDOS GLASGOW 95498,26.39,GBP,debit,CARD,NANDOS,5812,Dining,synthetic
BACS UNIVERSITY NEWCASTLE 09 MAY,446.94,GBP,debit,BACS,UNIVERSITY,8220,Education,synthetic
DIRECT DEBIT PRUDENTIAL  59226,355.17,GBP,debit,DD,PRUDENTIAL,6300,Insurance,synthetic
VISA SHELL MANCHESTER 58371,127.81,GBP,debit,CARD,SHELL,5541,Fuel,synthetic
FASTER PAYMENT FROM CURRENT ACCOUNT 28 JUN,1251.21,GBP,credit,FPS,,,Transfers,synthetic
FPS TO SAVINGS 06/12/2025,4414.70,GBP,credit,FPS,,,Transfers,synthetic
CARD MURCO BIRMINGHAM 06JUN,34.21,GBP,debit,CARD,MURCO,5541,Fuel,synthetic
CARD AGE UK 15996 18/07/2023,81.83,GBP,debit,CARD,AGE UK,8398,Charity,synthetic
SQ COSTA LONDON 27/10/2026,9.31,GBP,debit,SQUARE,COSTA,5812,Coffee Shops,synthetic
GOOGLE PAY TESCO STORES LEEDS 89639,82.28,GBP,debit,GOOGLE_PAY,TESCO STORES,5499,Groceries,synthetic
CASH WITHDRAWAL LINK ATM 51889 13/12/2024,492.61,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
BACS CHRIS EVANS 33-44-55 99887766 RENT OCTOBER,1482.70,GBP,debit,BACS,HOUSING ASSOCIATION,6513,Rent/Mortgage,synthetic
DD VITALITY 19NOV.,101.94,GBP,debit,DD,VITALITY,5960,Insurance,synthetic
MASTERCARD NANDOS REF 79616482,58.03,GBP,debit,CARD,NANDOS,5814,Dining,synthetic
BACS PRUDENTIAL 25AUG //,136.66,GBP,debit,BACS,PRUDENTIAL,5960,Insurance,synthetic
POS ROYAL MAIL 82900,57.78,GBP,debit,POS,ROYAL MAIL,7299,Other,synthetic
CASH WITHDRAWAL LINK ATM 74554 20231209,236.41,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
DD BOOTS 47729 20240118 //,136.00,GBP,debit,DD,BOOTS,5912,Healthcare,synthetic
POS CURRY'S,135.91,GBP,debit,POS,CURRY'S,5399,Shopping,synthetic
GOOGLE PAY COOP 42337,75.45,GBP,debit,GOOGLE_PAY,COOP,5300,Groceries,synthetic
FASTER PAYMENT MONTHLY SALARY GLOBEX CORP,2435.52,GBP,credit,FPS,GLOBEX CORP,,Salary,synthetic
CARD JET2 LONDON.,56.01,GBP,debit,CARD,JET2,4722,Travel,synthetic
CARD PAYMENT RNLI 50434,62.27,GBP,debit,CARD,RNLI,8398,Charity,synthetic
POS GOV.UK,128.60,GBP,debit,POS,GOV.UK,5999,Other,synthetic
SO NATIONWIDE MORTGAGE REF 18479821 *,2149.99,GBP,debit,SO,NATIONWIDE MORTGAGE,9399,Rent/Mortgage,synthetic
TFR TO JOINT ACCOUNT 19 APR REF 94748723,3520.26,GBP,credit,TFR,,,Transfers,synthetic
CARD MORRISONS.,98.18,GBP,debit,CARD,MORRISONS,5499,Groceries,synthetic
BACS HAIRDRESSERS LONDON,14.80,GBP,debit,BACS,HAIRDRESSERS,7299,Other,synthetic
PAYPAL STAGECOACH 61470,78.17,GBP,debit,PAYPAL,STAGECOACH,4111,Transport,synthetic
STANDING ORDER MORE THAN REF 59715122,306.73,GBP,debit,SO,MORE THAN,6300,Insurance,synthetic
CASH WITHDRAWAL FEE,34.06,GBP,debit,SO,,6051,Fees,synthetic
MASTERCARD EASYJET,663.94,GBP,debit,CARD,EASYJET,4722,Travel,synthetic
STRIPE JD SPORTS 50513,240.07,GBP,debit,STRIPE,JD SPORTS,5399,Shopping,synthetic
CARD NSPCC REF 84803602,10.15,GBP,debit,CARD,NSPCC,8398,Charity,synthetic
VISA ICELAND,38.23,GBP,debit,CARD,ICELAND,5411,Groceries,synthetic
SO UNITED UTILITIES PAYMENT,270.24,GBP,debit,SO,UNITED UTILITIES,4814,Utilities,synthetic
MONTHLY ACCOUNT FEE,1.10,GBP,debit,DD,,6051,Fees,synthetic
TRANSFER TO EASY ACCESS SAVER,1831.26,GBP,credit,TFR,,,Transfers,synthetic
POS DRY CLEANERS,140.82,GBP,debit,POS,DRY CLEANERS,7299,Other,synthetic
CARD SEE TICKETS  77019,103.68,GBP,debit,CARD,SEE TICKETS,7832,Entertainment,synthetic
DD COUNCIL TAX,399.67,GBP,debit,DD,HMRC,9399,Taxes,synthetic
DD PRUDENTIAL  10 MAY,255.32,GBP,debit,DD,PRUDENTIAL,5960,Insurance,synthetic
CARD DRY CLEANERS ,80.55,GBP,debit,CARD,DRY CLEANERS,7299,Other,synthetic
VISA MURCO 27163 16 MAR,95.33,GBP,debit,CARD,MURCO,5172,Fuel,synthetic
PACKAGED ACCOUNT FEE,12.68,GBP,debit,SO,HSBC,6051,Fees,synthetic
CARD UBER 10878,68.44,GBP,debit,CARD,UBER,4131,Transport,synthetic
DIRECT DEBIT LV= 62249 01 JUL.,30.56,GBP,debit,DD,LV=,6300,Insurance,synthetic
CARD PAYMENT BOLT LEEDS,62.58,GBP,debit,CARD,BOLT,4789,Transport,synthetic
GOOGLE PAY ASDA BRISTOL,56.50,GBP,debit,GOOGLE_PAY,ASDA,5499,Groceries,synthetic
POS ODEON REF 28849582 *,19.75,GBP,debit,POS,ODEON,7922,Entertainment,synthetic
CARD PAYMENT DRY CLEANERS,103.40,GBP,debit,CARD,DRY CLEANERS,5999,Other,synthetic
TRANSFER TO SAVINGS,2625.66,GBP,credit,TFR,,,Transfers,synthetic
CARD VUE 85754,48.26,GBP,debit,CARD,VUE,7922,Entertainment,synthetic
POS ZIZZI  77392,56.70,GBP,debit,POS,ZIZZI,5812,Dining,synthetic
CARD PAYMENT HAIRDRESSERS REF 10210037,87.59,GBP,debit,CARD,HAIRDRESSERS,7299,Other,synthetic
CARD EXPEDIA REF 85650313,330.28,GBP,debit,CARD,EXPEDIA,4722,Travel,synthetic
DD HMRC PAYMENT,63.06,GBP,debit,DD,,9399,Taxes,synthetic
BACS CHURCHILL REF 86249067.,199.18,GBP,debit,BACS,CHURCHILL,6300,Insurance,synthetic
POS ICELAND 9806 15/03/2026,102.61,GBP,debit,POS,ICELAND,5499,Groceries,synthetic
CARD PAYMENT HM REVENUE & CUSTOMS,229.63,GBP,debit,CARD,,9399,Taxes,synthetic
CARD PAYMENT BRITISH HEART FOUNDATION ,45.46,GBP,debit,CARD,BRITISH HEART FOUNDATION,8398,Charity,synthetic
DD OPEN UNIVERSITY 11958 20230912,31.50,GBP,debit,DD,OPEN UNIVERSITY,8299,Education,synthetic
CARD PAYMENT OPEN UNIVERSITY *,430.50,GBP,debit,CARD,OPEN UNIVERSITY,8220,Education,synthetic
FASTER PAYMENT TO SAVINGS,405.95,GBP,credit,FPS,,,Transfers,sandbox
CARD JET 78679 22MAR,73.79,GBP,debit,CARD,JET,5172,Fuel,synthetic
FASTER PAYMENT MONTHLY SALARY BLUEFIN SOLUTIONS,5288.34,GBP,credit,FPS,BLUEFIN SOLUTIONS,,Salary,synthetic
LINK ATM ATM MANCHESTER 01/01/2024,209.22,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
FASTER PAYMENT FROM CURRENT ACCOUNT,3168.63,GBP,credit,FPS,,,Transfers,synthetic
CARD SAINSBURYS PETROL MANCHESTER 3339,30.83,GBP,debit,CARD,SAINSBURYS PETROL,5541,Fuel,synthetic
CARD ASDA PETROL,20.17,GBP,debit,CARD,ASDA PETROL,5542,Fuel,synthetic
STANDING ORDER MONTHLY RENT 92842 18/02/2024 *,2259.51,GBP,debit,SO,MONTHLY RENT,6513,Rent/Mortgage,synthetic
BACS DVLA VEHICLE TAX,112.09,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
VISA PLAYSTATION NETWORK REF 45799340 //,7.92,GBP,debit,CARD,PLAYSTATION NETWORK,7832,Entertainment,synthetic
CARD TEXACO LONDON,89.18,GBP,debit,CARD,TEXACO,5172,Fuel,synthetic
TFR TO JOINT ACCOUNT REF 91515784,3039.68,GBP,credit,TFR,,,Transfers,synthetic
DIRECT DEBIT LV ,33.93,GBP,debit,DD,LV,6300,Insurance,synthetic
CARD SPOTIFY 32204 20230424,17.15,GBP,debit,CARD,SPOTIFY,5968,Subscriptions,synthetic
APPLE PAY TIM HORTONS 21500,8.07,GBP,debit,APPLE_PAY,TIM HORTONS,5812,Coffee Shops,synthetic
TRANSFER TO ISA 18/08/2026,4426.39,GBP,credit,TFR,,,Transfers,synthetic
CARD PAYMENT CITY LIT 37157 20251016,379.31,GBP,debit,CARD,CITY LIT,8299,Education,synthetic
POS DOMINO'S,38.60,GBP,debit,POS,DOMINO'S,5814,Dining,synthetic
CARD PAYMENT UNIVERSITY LONDON 64423,44.88,GBP,debit,CARD,UNIVERSITY,8220,Education,synthetic
BACS NORTHWIND SERVICES PAYROLL,1445.37,GBP,credit,BACS,NORTHWIND SERVICES,,Salary,synthetic
CARD PAYMENT WWF 62107,6.39,GBP,debit,CARD,WWF,8398,Charity,synthetic
POS TEXACO,33.71,GBP,debit,POS,TEXACO,5542,Fuel,synthetic
DD BARCLAYS MORTGAGE 47458 08/12/2026,835.00,GBP,debit,DD,BARCLAYS MORTGAGE,9399,Rent/Mortgage,synthetic
FASTER PAYMENT ACME LTD PAYROLL REF 28781196,3498.89,GBP,credit,FPS,ACME LTD,,Salary,synthetic
PAYPAL IKEA,244.18,GBP,debit,PAYPAL,IKEA,5691,Shopping,synthetic
CARD PAYMENT JD SPORTS MANCHESTER,25.50,GBP,debit,CARD,JD SPORTS,5399,Shopping,synthetic
VISA WAGAMAMA LONDON 17599,34.08,GBP,debit,CARD,WAGAMAMA,5814,Dining,sandbox
BACS COUNCIL TAX,262.23,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
POS TEXACO MANCHESTER,39.99,GBP,debit,POS,TEXACO,5541,Fuel,synthetic
VISA BOOKING.COM  80437,61.46,GBP,debit,CARD,BOOKING.COM,4411,Travel,synthetic
POS DRY CLEANERS ,147.27,GBP,debit,POS,DRY CLEANERS,7299,Other,synthetic
POS ESSO 65727,27.84,GBP,debit,POS,ESSO,5172,Fuel,synthetic
CARD VUE CINEMA MANCHESTER 42634,119.19,GBP,debit,CARD,VUE CINEMA,7832,Entertainment,synthetic
CARD WWF LONDON 20250701,14.17,GBP,debit,CARD,WWF,8398,Charity,synthetic
CARD PAYMENT ETSY  10MAY,80.70,GBP,debit,CARD,ETSY,5399,Shopping,synthetic
OVERDRAFT FEE,28.94,GBP,debit,DD,HALIFAX,6051,Fees,sandbox
FASTER PAYMENT ACME LIMITED PAYROLL,1872.03,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
BACS MONTHLY SALARY INNOTECH LTD,1654.39,GBP,credit,BACS,INNOTECH LTD,,Salary,synthetic
CARD TIM HORTONS 45725 09MAR //,7.09,GBP,debit,CARD,TIM HORTONS,5812,Coffee Shops,synthetic
CARD PAYMENT MCDONALD'S CARDIFF,22.56,GBP,debit,CARD,MCDONALD'S,5814,Dining,synthetic
CARD EUROSTAR REF 75656627,226.46,GBP,debit,CARD,EUROSTAR,4511,Travel,synthetic
DD CANCER RESEARCH UK,63.89,GBP,debit,DD,CANCER RESEARCH UK,8398,Charity,synthetic
DIRECT DEBIT EDF ENERGY PAYMENT,282.06,GBP,debit,DD,EDF ENERGY,4899,Utilities,synthetic
CARD RNLI LONDON 94052.,75.02,GBP,debit,CARD,RNLI,8398,Charity,synthetic
SO EDF ENERGY REF 92110921,241.78,GBP,debit,SO,EDF ENERGY,4814,Utilities,synthetic
SQ CAFE LOCAL,12.46,GBP,debit,SQUARE,CAFE LOCAL,5814,Coffee Shops,synthetic
BACS CHRIS EVANS 33-44-55 99887766 RENT OCTOBER,619.46,GBP,debit,BACS,MONTHLY RENT,9399,Rent/Mortgage,synthetic
VISA BLACK SHEEP COFFEE 37577,15.78,GBP,debit,CARD,BLACK SHEEP COFFEE,5814,Coffee Shops,synthetic
FPS PEABODY  18/12/2025,1953.80,GBP,debit,FPS,PEABODY,6513,Rent/Mortgage,synthetic
BACS POST OFFICE 47887 12 JUN,174.58,GBP,debit,BACS,POST OFFICE,5999,Other,synthetic
BACS PRIME HIRE LTD PAYROLL,4507.81,GBP,credit,BACS,PRIME HIRE LTD,,Salary,synthetic
CARD PAYMENT NOW TV 64468 20230708,5.15,GBP,debit,CARD,NOW TV,5968,Subscriptions,synthetic
TRANSFER TO ISA 20230716 REF 82856005,2881.66,GBP,credit,TFR,,,Transfers,synthetic
CARD PAYMENT BRITISH AIRWAYS,328.56,GBP,debit,CARD,BRITISH AIRWAYS,4722,Travel,synthetic
CARD BRITISH HEART FOUNDATION,78.18,GBP,debit,CARD,BRITISH HEART FOUNDATION,8398,Charity,synthetic
CARD COOP 54596,102.85,GBP,debit,CARD,COOP,5499,Groceries,synthetic
SQ BLACK SHEEP COFFEE 31604 20251011,14.14,GBP,debit,SQUARE,BLACK SHEEP COFFEE,5814,Coffee Shops,synthetic
SQ COSTA REF 51996390 *,5.06,GBP,debit,SQUARE,COSTA,5814,Coffee Shops,synthetic
VISA APPLE MUSIC 45206 20SEP,18.29,GBP,debit,CARD,APPLE MUSIC,5734,Subscriptions,synthetic
BACS HM REVENUE & CUSTOMS,131.64,GBP,debit,BACS,HM REVENUE & CUSTOMS,9399,Taxes,synthetic
STANDING ORDER PRUDENTIAL REF 18214653,160.81,GBP,debit,SO,PRUDENTIAL,5960,Insurance,synthetic
BACS BT GROUP REF 34922740,61.86,GBP,debit,BACS,BT GROUP,4899,Utilities,synthetic
APPLE PAY TRAINLINE 88772,18.94,GBP,debit,APPLE_PAY,TRAINLINE,4131,Transport,synthetic
CARD PAYMENT GREGGS CAMBRIDGE,11.59,GBP,debit,CARD,GREGGS,5812,Coffee Shops,synthetic
BACS SAM WILSON 11-22-33 44556677 RENT JUNE,1082.50,GBP,debit,BACS,MONTHLY RENT,6513,Rent/Mortgage,synthetic
CASH WITHDRAWAL ATM REF 24203908,351.01,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
PAYPAL CANCER RESEARCH UK 65995 12JUN,11.16,GBP,debit,PAYPAL,CANCER RESEARCH UK,8398,Charity,synthetic
CARD SUPERDRUG  58465,87.60,GBP,debit,CARD,SUPERDRUG,8049,Healthcare,synthetic
STANDING ORDER ADMIRAL 18867 20240725,290.70,GBP,debit,SO,ADMIRAL,5960,Insurance,synthetic
ATM ATM 43107,11.82,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
STANDING ORDER VITALITY 56018 20260204,142.02,GBP,debit,SO,VITALITY,6300,Insurance,synthetic
SO LEGAL & GENERAL,354.14,GBP,debit,SO,LEGAL & GENERAL,6300,Insurance,synthetic
CARD ICELAND,38.86,GBP,debit,CARD,ICELAND,5499,Groceries,synthetic
BACS SAM WILSON 11-22-33 44556677 RENT JUNE,2094.69,GBP,debit,BACS,CLARION HOUSING,9399,Rent/Mortgage,synthetic
DIRECT DEBIT VIRGIN MEDIA PAYMENT,131.18,GBP,debit,DD,VIRGIN MEDIA,4812,Utilities,synthetic
FPS ACME LIMITED PAYROLL,2194.60,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
DD EE PAYMENT,193.08,GBP,debit,DD,EE,4814,Utilities,synthetic
STANDING ORDER LV 19124,232.88,GBP,debit,SO,LV,5960,Insurance,synthetic
CARD JET2 9722,217.55,GBP,debit,CARD,JET2,4511,Travel,synthetic
CARD PAYMENT INCOME TAX PAYMENT,372.99,GBP,debit,CARD,DVLA,9211,Taxes,synthetic
SO THAMES WATER PAYMENT,145.30,GBP,debit,SO,THAMES WATER,4900,Utilities,synthetic
SQ PRET A MANGER REF 13834774,11.02,GBP,debit,SQUARE,PRET A MANGER,5812,Coffee Shops,synthetic
VISA GOOGLE ONE,25.60,GBP,debit,CARD,GOOGLE ONE,5734,Subscriptions,synthetic
APPLE PAY AMAZON PRIME REF 39601248,16.10,GBP,debit,APPLE_PAY,AMAZON PRIME,4899,Subscriptions,synthetic
BACS HMRC PAYMENT,349.63,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
CARD PAYMENT ASDA 59529 21/06/2024,88.31,GBP,debit,CARD,ASDA,5300,Groceries,synthetic
DD NHS PRESCRIPTION,50.48,GBP,debit,DD,NHS PRESCRIPTION,5912,Healthcare,synthetic
LATE PAYMENT FEE,26.91,GBP,debit,DD,,6012,Fees,synthetic
BACS UNIVERSITY,352.87,GBP,debit,BACS,UNIVERSITY,8299,Education,synthetic
BACS BLUEFIN SOLUTIONS PAYROLL REF 82981578 21AUG,3090.76,GBP,credit,BACS,BLUEFIN SOLUTIONS,,Salary,synthetic
CARD PAYMENT AIRBNB REF 85027178.,404.82,GBP,debit,CARD,AIRBNB,4722,Travel,synthetic
APPLE PAY APPLE.COM/BILL,22.40,GBP,debit,APPLE_PAY,APPLE.COM/BILL,5734,Subscriptions,synthetic
MASTERCARD ESSO 97540 05AUG,117.69,GBP,debit,CARD,ESSO,5172,Fuel,synthetic
VISA IKEA,152.09,GBP,debit,CARD,IKEA,5310,Shopping,synthetic
VISA PLAYSTATION NETWORK 57101,45.68,GBP,debit,CARD,PLAYSTATION NETWORK,7922,Entertainment,synthetic
TFR TO JOINT ACCOUNT REF 34774457,3310.39,GBP,credit,TFR,,,Transfers,synthetic
SQ BLACK SHEEP COFFEE,7.43,GBP,debit,SQUARE,BLACK SHEEP COFFEE,5812,Coffee Shops,synthetic
MASTERCARD SAINSBURYS PETROL REF 47020332.,123.94,GBP,debit,CARD,SAINSBURYS PETROL,5541,Fuel,synthetic
BACS NHS  1453,129.18,GBP,debit,BACS,NHS,8011,Healthcare,synthetic
POS SUPERDRUG 21368,6.91,GBP,debit,POS,SUPERDRUG,8049,Healthcare,synthetic
BACS VIRGIN MEDIA PAYMENT,227.83,GBP,debit,BACS,VIRGIN MEDIA,4814,Utilities,synthetic
FASTER PAYMENT FROM CURRENT ACCOUNT 24 JAN,4721.35,GBP,credit,FPS,,,Transfers,synthetic
FPS ALEX TAYLOR 55-66-77 11223344 RENT JULY,548.39,GBP,debit,BACS,HALIFAX MORTGAGE,9399,Rent/Mortgage,synthetic
BACS INCOME TAX PAYMENT,308.12,GBP,debit,BACS,HMRC,9399,Taxes,synthetic
DIRECT DEBIT LV= REF 37727245,235.97,GBP,debit,DD,LV=,5960,Insurance,synthetic
CARD LIME REF 66764586,39.73,GBP,debit,CARD,LIME,4131,Transport,synthetic
DD DVLA VEHICLE TAX,163.04,GBP,debit,DD,,9211,Taxes,sandbox
CARD PAYMENT SELF ASSESSMENT TAX,217.46,GBP,debit,CARD,,9211,Taxes,synthetic
MONTHLY ACCOUNT FEE,28.82,GBP,debit,DD,HSBC,6051,Fees,synthetic
POS PASSPORT OFFICE LONDON 09 JAN //,14.93,GBP,debit,POS,PASSPORT OFFICE,5999,Other,synthetic
DIRECT DEBIT MONTHLY RENT,982.09,GBP,debit,DD,MONTHLY RENT,9399,Rent/Mortgage,synthetic
TRANSFER TO EASY ACCESS SAVER,4054.66,GBP,credit,TFR,,,Transfers,synthetic
POS SAINSBURY'S REF 31472420,106.52,GBP,debit,POS,SAINSBURY'S,5300,Groceries,synthetic
PAYPAL SCHOOL FEES.,182.04,GBP,debit,PAYPAL,SCHOOL FEES,8299,Education,synthetic
APPLE PAY SAINSBURY'S 59990 03 AUG,12.40,GBP,debit,APPLE_PAY,SAINSBURY'S,5300,Groceries,synthetic
POS SUPERDRUG,140.99,GBP,debit,POS,SUPERDRUG,8049,Healthcare,synthetic
CASH WITHDRAWAL FEE,28.07,GBP,debit,DD,,6012,Fees,synthetic
VISA PIZZA EXPRESS LONDON,9.28,GBP,debit,CARD,PIZZA EXPRESS,5814,Dining,synthetic
LINK ATM CASH MACHINE LEEDS 33172,227.81,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
POS ESSO LONDON 03JAN,89.66,GBP,debit,POS,ESSO,5172,Fuel,synthetic
POS NINTENDO ESHOP REF 78087711,71.34,GBP,debit,POS,NINTENDO ESHOP,7832,Entertainment,synthetic
BACS SCOTTISH POWER PAYMENT,296.69,GBP,debit,BACS,SCOTTISH POWER,4814,Utilities,synthetic
VISA EASYJET REF 70040074,126.55,GBP,debit,CARD,EASYJET,4511,Travel,synthetic
PAYPAL TRANSPORT FOR LONDON,5.77,GBP,debit,PAYPAL,TRANSPORT FOR LONDON,4789,Transport,synthetic
CARD MORRISONS 54696 19/05/2023,76.60,GBP,debit,CARD,MORRISONS,5300,Groceries,synthetic
DIRECT DEBIT SEVERN TRENT REF 56352382,242.34,GBP,debit,DD,SEVERN TRENT,4814,Utilities,synthetic
APPLE PAY NERO MANCHESTER 18NOV,8.70,GBP,debit,APPLE_PAY,NERO,5814,Coffee Shops,synthetic
VISA WAGAMAMA 92344,17.53,GBP,debit,CARD,WAGAMAMA,5814,Dining,synthetic
APPLE PAY MCDONALD'S 31699,70.54,GBP,debit,APPLE_PAY,MCDONALD'S,5812,Dining,synthetic
PAYPAL AMZN 12920 07 JUL,35.51,GBP,debit,PAYPAL,AMZN,5311,Shopping,synthetic
DD BT GROUP PAYMENT,19.46,GBP,debit,DD,BT GROUP,4812,Utilities,synthetic
VISA DOMINO'S EDINBURGH 45221,63.57,GBP,debit,CARD,DOMINO'S,5812,Dining,synthetic
CARD DENTAL LONDON.,38.23,GBP,debit,CARD,DENTAL,8021,Healthcare,synthetic
STANDING ORDER E.ON,194.80,GBP,debit,SO,E.ON,4900,Utilities,synthetic
CARD SANTANDER CYCLES BIRMINGHAM 81606,27.48,GBP,debit,CARD,SANTANDER CYCLES,4789,Transport,synthetic
SO L&Q 4670 01 JUN,1095.96,GBP,debit,SO,L&Q,6513,Rent/Mortgage,synthetic
CARD ETSY,189.96,GBP,debit,CARD,ETSY,5691,Shopping,synthetic
PACKAGED ACCOUNT FEE,29.36,GBP,debit,SO,LLOYDS,6051,Fees,synthetic
DIRECT DEBIT EON PAYMENT,193.42,GBP,debit,DD,EON,4812,Utilities,synthetic
MASTERCARD ESSO BIRMINGHAM,102.18,GBP,debit,CARD,ESSO,5541,Fuel,synthetic
BACS SANTANDER MORTGAGE  5847,2242.24,GBP,debit,BACS,SANTANDER MORTGAGE,6513,Rent/Mortgage,synthetic
POS GOV.UK,87.00,GBP,debit,POS,GOV.UK,5999,Other,synthetic
FASTER PAYMENT MONTHLY SALARY PRIME HIRE LTD,3244.41,GBP,credit,FPS,PRIME HIRE LTD,,Salary,synthetic
SQ COSTA 75977,4.31,GBP,debit,SQUARE,COSTA,5812,Coffee Shops,synthetic
ATM ATM LONDON 04/03/2023,448.08,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
BACS CHRIS EVANS 33-44-55 99887766 RENT OCTOBER,2003.23,GBP,debit,BACS,RENT,9399,Rent/Mortgage,synthetic
POS JOHN LEWIS LONDON,12.49,GBP,debit,POS,JOHN LEWIS,5691,Shopping,synthetic
APPLE PAY NANDOS REF 35006323,80.92,GBP,debit,APPLE_PAY,NANDOS,5814,Dining,synthetic
DIRECT DEBIT EDF ENERGY PAYMENT,15.80,GBP,debit,DD,EDF ENERGY,4900,Utilities,synthetic
POS JD SPORTS,223.01,GBP,debit,POS,JD SPORTS,5399,Shopping,synthetic
DD COURSERA,266.47,GBP,debit,DD,COURSERA,8220,Education,synthetic
CARD GREENPEACE 62049,40.82,GBP,debit,CARD,GREENPEACE,8398,Charity,synthetic
CARD ROYAL MAIL,73.40,GBP,debit,CARD,ROYAL MAIL,5999,Other,synthetic
PAYPAL BLACK CAB 23666 15/09/2026,61.22,GBP,debit,PAYPAL,BLACK CAB,4121,Transport,synthetic
FOREIGN TRANSACTION FEE,9.62,GBP,debit,SO,NATIONWIDE,6051,Fees,synthetic
CARD PAYMENT UBER 65310 10 APR,5.98,GBP,debit,CARD,UBER,4789,Transport,synthetic
LINK ATM LINK ATM REF 45603856,278.25,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
DIRECT DEBIT MORTGAGE PAYMENT REF 72666858,1157.03,GBP,debit,DD,MORTGAGE PAYMENT,6513,Rent/Mortgage,synthetic
CARD TRAINLINE REF 85102924,23.91,GBP,debit,CARD,TRAINLINE,4121,Transport,synthetic
APPLE PAY UBER TRIP  16 DEC,22.66,GBP,debit,APPLE_PAY,UBER TRIP,4111,Transport,synthetic
BACS SAM WILSON 11-22-33 44556677 RENT JUNE,1501.69,GBP,debit,BACS,HALIFAX MORTGAGE,6513,Rent/Mortgage,synthetic
STRIPE ARGOS 52055,254.44,GBP,debit,STRIPE,ARGOS,5311,Shopping,synthetic
TFR TO SAVINGS ACCOUNT 09APR,4505.83,GBP,credit,TFR,,,Transfers,synthetic
PAYPAL EASYJET  19 APR,356.09,GBP,debit,PAYPAL,EASYJET,4722,Travel,synthetic
APPLE PAY NETFLIX REF 42098427,10.39,GBP,debit,APPLE_PAY,NETFLIX,5968,Subscriptions,synthetic
PAYPAL BLACK CAB,35.89,GBP,debit,PAYPAL,BLACK CAB,4111,Transport,synthetic
CARD PAYMENT WAITROSE  48755,98.55,GBP,debit,CARD,WAITROSE,5411,Groceries,synthetic
CARD TICKETMASTER,102.86,GBP,debit,CARD,TICKETMASTER,7999,Entertainment,synthetic
CARD BOLT BIRMINGHAM 20260519,65.98,GBP,debit,CARD,BOLT,4131,Transport,synthetic
POS JD SPORTS 22971 22SEP,23.32,GBP,debit,POS,JD SPORTS,5399,Shopping,synthetic
